title,release_date,vote_average,runtime,genre_names,,,title,release_date,vote_average,runtime,genre_names
Family Covenant,2016-08-09,0.0,55,Horror,,,,,,,
Night of Kliwon Friday,1986-01-01,0.0,0,Horror,,,,,,,
Hantu Ambulance,2008-02-21,0.0,93,Horror,,,,,,,
Birth in the Grave,1972-01-01,0.0,91,Horror,,,,,,,
Queen of the South Sea Spell,1991-01-01,0.0,0,"Drama, Fantasy, Horror",,,,,,,
Incarnation of the Snake Goddess,1990-01-01,0.0,94,"Fantasy, Horror",,,,,,,
Crazy Desire,1973-01-01,7.0,95,"Drama, Horror, Mystery, Thriller",,,,,,,
Oh My Ghost! 4,2015-10-05,7.0,106,"Comedy, Horror",,,,,,,
Visions,1989-01-01,0.0,90,"Horror, Thriller",,,,,,,
I Want You Inside Me,2016-05-01,4.9,13,"Horror, Mystery",,,,,,,
Imitations,2016-09-09,5.0,10,"Comedy, Horror",,,,,,,
Nightshadows,2004-06-01,3.0,16,Horror,,,,,,,
Julia Wept,2000-12-29,0.0,30,"Drama, Horror",,,,,,,
Ghost Gunfighter,1995-01-01,3.0,86,Horror,,,,,,,
And the Devil Makes Three,2016-09-26,0.0,97,Horror,,,,,,,
13 Courts Mortels,2006-10-03,5.3,0,"History, Horror, Mystery",,,,,,,
The Witching,1983-11-25,0.0,87,Horror,,,,,,,
No Caller I.D.,2016-10-23,0.0,9,Horror,,,,,,,
Ride with the Devil,1999-01-01,2.0,89,Horror,,,,,,,
Yudelmi,2017-10-05,0.0,0,Horror,,,,,,,
Diabolical Shudder,1972-06-27,0.0,85,Horror,,,,,,,
Antidote for Witchcraft,1979-01-01,0.0,98,Horror,,,,,,,
Chased by Sins,1974-01-01,8.0,99,"Drama, Horror",,,,,,,
Whispering Soul,1988-01-01,0.0,79,Horror,,,,,,,
The Magic Amethyst,1988-01-01,0.0,90,Horror,,,,,,,
Jockstrap Slaughterhouse,2016-10-05,0.0,50,Horror,,,,,,,
Possessed Grandmother in the Eerie House,1988-01-01,0.0,78,Horror,,,,,,,
The Possessed Grandmother,1987-01-01,0.0,92,Horror,,,,,,,
Spirit,1989-01-01,7.0,77,Horror,,,,,,,
Treasure Mystery,1989-01-01,0.0,82,"Adventure, Fantasy, Horror",,,,,,,
Midnight Guest,1989-01-01,5.0,86,Horror,,,,,,,
A Young Wife's Witchcraft,1977-11-22,0.0,94,"Drama, Fantasy, Horror",,,,,,,
Night Screams,1981-01-01,0.0,0,Horror,,,,,,,
Black Magic Wizard,1981-01-01,0.0,87,Horror,,,,,,,
Limbos,2014-02-26,0.0,27,"Comedy, Horror, Romance",,,,,,,
Heat of the Night Blanket,1982-01-01,0.0,86,Horror,,,,,,,
Alligator Queen,1983-01-01,5.0,82,"Action, Fantasy, Horror",,,,,,,
Snake Princess,1984-01-01,0.0,87,"Fantasy, Horror",,,,,,,
Eat Me: A Zombie Musical,2009-10-14,0.0,84,"Horror, Music",,,,,,,
Anita: Female Snakes,1984-01-01,0.0,91,Horror,,,,,,,
Woman's Transformation (Nyupang),1990-01-01,6.0,81,"Drama, Fantasy, Horror",,,,,,,
Snake Queen's Love Story,1989-01-01,0.0,79,"Drama, Fantasy, Horror",,,,,,,
Midnight Thunder,1990-01-01,0.0,81,Horror,,,,,,,
Satan's Revenge,1989-01-01,0.0,78,Horror,,,,,,,
Bloody Wedding,1987-01-01,0.0,95,Horror,,,,,,,
Bloody Love,1989-01-01,0.0,84,Horror,,,,,,,
Snake Queen,1972-01-01,0.0,113,Horror,,,,,,,
Magic Implants,1989-01-01,0.0,77,Horror,,,,,,,
Night Virgin,1974-01-01,0.0,97,"Drama, Horror",,,,,,,
Little Devil,1978-01-01,0.0,0,Horror,,,,,,,
Face of a Killer,1972-01-01,0.0,0,"Horror, Mystery",,,,,,,
Satan's Cemetery,1975-01-01,0.0,85,Horror,,,,,,,
Curious Spirit,1975-01-01,0.0,86,Horror,,,,,,,
Old Building Tenant,1975-01-01,0.0,79,Horror,,,,,,,
Satan in Her,1974-01-01,0.0,89,Horror,,,,,,,
The Angry Man,1972-01-01,0.0,0,"Drama, Horror, Thriller",,,,,,,
Lisa,1971-01-01,0.0,0,"Drama, Horror",,,,,,,
Inheritance,1989-01-01,0.0,95,"Action, Horror, Thriller",,,,,,,
Because the Dawn,1988-11-08,0.0,40,"Horror, Romance",,,,,,,
Mark of Lilith,1986-10-09,1.0,33,"Horror, Mystery, Romance",,,,,,,
Jonathan of the Night,1987-10-19,0.0,12,"Crime, Fantasy, Horror",,,,,,,
Bundle of Nerves,2014-12-07,0.0,6,"Comedy, Horror",,,,,,,
Seducing Witchcraft,1987-01-01,0.0,93,Horror,,,,,,,
Corpse Hunter,1972-01-01,0.0,0,"Horror, Thriller",,,,,,,
Drakula Mantu,1974-01-01,10.0,95,"Comedy, Horror",,,,,,,
Female Ghost,1974-01-01,0.0,100,Horror,,,,,,,
Goddess of Night,1978-01-01,0.0,0,Horror,,,,,,,
The Jealous Ghost,1973-01-01,0.0,0,"Comedy, Horror",,,,,,,
Wishing to Get Rich Quick,1976-01-01,0.0,0,"Fantasy, Horror",,,,,,,
The Curse of Nyai Roro Kidul,1979-01-01,0.0,77,Horror,,,,,,,
The Haunted House,1981-01-01,0.0,84,Horror,,,,,,,
Kiss and Be Killed,1991-01-01,0.0,92,"Horror, Thriller",,,,,,,
Demon Monkey,1988-01-01,3.0,82,Horror,,,,,,,
Demon of Gonggo Gulf,1988-01-01,0.0,91,"Adventure, Fantasy, Horror",,,,,,,
Resurrected from the Grave,1988-01-01,0.0,89,Horror,,,,,,,
Monkey Worship,1988-01-01,0.0,93,Horror,,,,,,,
Satan's Whisper,1985-01-01,4.0,89,Horror,,,,,,,
Sting of the Red Spider,1989-01-01,0.0,84,Horror,,,,,,,
Snap of Red Spider's Web,1989-01-01,0.0,0,"Action, Horror",,,,,,,
The Magic Man,1981-01-01,0.0,112,Horror,,,,,,,
The Legacy of Reef Knowledge,1989-01-01,0.0,86,"Action, Fantasy, Horror",,,,,,,
Eerie Cemetery,1987-01-01,0.0,85,Horror,,,,,,,
Wewe Gombel,1988-01-01,0.0,83,Horror,,,,,,,
Sacrifice for Satan,1981-01-01,5.0,78,Horror,,,,,,,
Magic Stick,1982-01-01,0.0,83,"Action, Drama, Horror",,,,,,,
Volkswagen Kuning,2016-09-22,0.0,84,Horror,,,,,,,
Mystery of Mount Merapi: The Old House's Inhabitants,1989-01-01,0.0,114,"Action, Fantasy, Horror",,,,,,,
Mystery of Mount Merapi III: Flame-Haired Woman,1990-01-01,0.0,110,"Action, Fantasy, Horror",,,,,,,
Pocong Ghost,1988-01-01,0.0,89,"Drama, Fantasy, Horror",,,,,,,
The Mystery of Ronggeng Jaipong,1982-01-01,0.0,104,"Horror, Mystery",,,,,,,
Nenek Grondong,1982-01-01,0.0,84,Horror,,,,,,,
Ghost Love,1964-01-01,0.0,0,Horror,,,,,,,
The Zombie,1984-01-01,0.0,70,"Comedy, Horror",,,,,,,
The Sunken-Eyed Ghost,1981-01-01,0.0,0,"Comedy, Horror",,,,,,,
Puppet Pal V,2008-12-31,0.0,93,"Comedy, Horror",,,,,,,
La casa de Tourneur,2001-01-01,0.0,0,Horror,,,,,,,
Ghost of Mae Nak,1959-01-01,0.0,0,Horror,,,,,,,
Ghost Of Mae Nak,1978-01-01,0.0,0,Horror,,,,,,,
Ghost of Mae Nak,1978-01-01,0.0,0,Horror,,,,,,,
Death Order,1959-01-01,0.0,0,"Drama, Horror",,,,,,,
Goddess Chronicles Showcase,1987-01-01,0.0,0,Horror,,,,,,,
Mae Nak America,1975-01-01,1.0,0,Horror,,,,,,,
Headless Ghost,1980-01-01,0.0,0,Horror,,,,,,,
Love of Ghost,1990-01-01,0.0,0,Horror,,,,,,,
Wake Up to Kill,1987-08-28,4.0,95,"Action, Horror",,,,,,,
Magic Killer,1980-01-01,0.0,0,"Adventure, Horror",,,,,,,
Wake Up to Kill 2,1989-01-01,0.0,0,"Action, Horror",,,,,,,
The Satan Lover,1969-01-01,0.0,0,Horror,,,,,,,
Mae Nak Rampage,1989-01-01,0.0,0,Horror,,,,,,,
Mae Nak Revival,1990-01-01,0.0,106,Horror,,,,,,,
Goddess of Wind,1994-01-01,0.0,94,"Action, Fantasy, Horror",,,,,,,
The Man Who Sits with the Dead,1988-01-01,0.0,89,Horror,,,,,,,
Galunggung Genie,1982-01-01,0.0,95,"Action, Fantasy, Horror",,,,,,,
Karva,2016-05-27,5.4,108,"Horror, Thriller",,,,,,,
The Haunted Drum,2007-04-19,6.0,98,"Horror, Thriller",,,,,,,
The Ghost Footage 2,2013-06-07,3.5,96,Horror,,,,,,,
All Hallows' Eve,2007-12-03,4.3,73,Horror,,,,,,,
BoF,2016-10-10,0.0,8,Horror,,,,,,,
Scary Clown,2016-10-11,0.0,5,Horror,,,,,,,
Mr Creak,2015-10-14,6.8,4,Horror,,,,,,,
Leaning,2014-10-21,6.0,10,Horror,,,,,,,
Shi,2015-02-08,0.0,9,Horror,,,,,,,
Creeping,2015-08-17,5.0,4,Horror,,,,,,,
Rest my Bones,2016-01-19,0.0,8,Horror,,,,,,,
Sleight,2015-04-15,6.0,12,"Horror, Mystery, Thriller",,,,,,,
Rake,2015-10-06,5.7,14,Horror,,,,,,,
I Heard It Too,2014-10-02,5.6,8,"Horror, Thriller",,,,,,,
REBU,2016-04-21,7.0,8,"Horror, Thriller",,,,,,,
Sloven,2015-12-07,6.7,7,Horror,,,,,,,
Popo,2008-04-11,0.0,11,"Fantasy, Horror",,,,,,,
Zombi 1,1995-06-14,2.0,15,Horror,,,,,,,
Deep 6,2016-09-25,5.0,5,Horror,,,,,,,
Ai Daang's Victory Lap,1988-01-01,0.0,0,Horror,,,,,,,
The Snake Man,1972-01-01,0.0,164,"Drama, Fantasy, Horror",,,,,,,
The Snake Girl,1973-01-01,0.0,126,"Fantasy, Horror",,,,,,,
Crocodile Man,1971-02-04,0.0,102,"Fantasy, Horror",,,,,,,
Elephant Wife,1980-11-08,0.0,0,Horror,,,,,,,
The Crocodile,2005-07-01,0.0,120,"Adventure, Horror",,,,,,,
Snake Lady,1989-01-01,0.0,120,Horror,,,,,,,
Undying Love,2011-11-10,0.0,12,Horror,,,,,,,
The Sleeping Plot,2013-05-07,0.0,5,Horror,,,,,,,
Evaded,2013-10-09,7.0,10,Horror,,,,,,,
Hell in the Jungle,1979-12-26,3.3,98,"Adventure, Horror",,,,,,,
Ghostbox,2015-06-02,0.0,64,Horror,,,,,,,
La capilla ardiente,1981-06-05,3.5,90,"Crime, Drama, Horror, Mystery, Thriller",,,,,,,
Fiery Showcase,1979-01-01,0.0,0,Horror,,,,,,,
Devil Abyss,1990-01-01,0.0,0,Horror,,,,,,,
Family Tree Ghoul,1990-01-01,0.0,0,Horror,,,,,,,
Demon Spider Girl,1990-01-01,0.0,0,Horror,,,,,,,
The House of Pop,1989-10-10,0.0,90,"Comedy, Horror",,,,,,,
Midnight Bride,1990-01-01,0.0,0,Horror,,,,,,,
Cat with the Diamond Eyes,1972-01-01,0.0,150,"Adventure, Horror, Music",,,,,,,
The Vampire,1985-01-01,0.0,90,Horror,,,,,,,
Queen of Ghost Snakes 2,1990-01-01,0.0,0,"Fantasy, Horror",,,,,,,
Queen of Ghost Snakes,1984-01-01,0.0,0,Horror,,,,,,,
Midnight Shade,1990-01-01,0.0,0,Horror,,,,,,,
Midnight Shade 2,1990-01-01,0.0,0,Horror,,,,,,,
The House of Pop 2,1990-03-03,0.0,90,"Comedy, Horror",,,,,,,
Mae Nak's Promise,1992-01-01,0.0,0,Horror,,,,,,,
The Tiger Devil,1976-10-16,0.0,95,"Drama, Horror",,,,,,,
Kinnaree,1969-01-01,0.0,0,Horror,,,,,,,
Phantom Snake,1966-11-04,0.0,137,"Horror, Mystery",,,,,,,
Werewolf,1987-01-01,0.0,90,Horror,,,,,,,
Ghost Love,1980-01-01,0.0,0,"Drama, Horror, Romance",,,,,,,
Ghost of Nang Fa Thani,1967-01-01,0.0,0,Horror,,,,,,,
The Magic Man,1986-01-01,0.0,0,"Action, Horror",,,,,,,
Don't Kiss the Devil,1989-11-01,0.0,115,"Drama, Horror",,,,,,,
Slaughter Night,1990-01-01,4.8,92,Horror,,,,,,,
Death 4 Told,2004-05-13,0.0,96,Horror,,,,,,,
The House of Pop 3,1990-05-01,0.0,93,"Comedy, Horror",,,,,,,
Fallen Angels Paradise,1989-01-01,0.0,0,Horror,,,,,,,
Glass Kalong,1981-01-01,0.0,0,Horror,,,,,,,
Ghost Bell,1985-01-01,0.0,0,Horror,,,,,,,
This Woman Is Not a Ghost,1987-01-01,0.0,0,Horror,,,,,,,
Ghostly Affection,1987-01-01,0.0,0,Horror,,,,,,,
Crafty Devils,1986-01-01,0.0,0,"Comedy, Horror",,,,,,,
Mae Nak Rampage,1973-01-01,0.0,0,Horror,,,,,,,
Mae Nak's Spirit,1962-01-01,0.0,0,Horror,,,,,,,
Black Glass,1990-01-01,0.0,91,"Action, Fantasy, Horror",,,,,,,
Diamond Cat Eye,1989-01-01,0.0,94,"Action, Fantasy, Horror, Mystery",,,,,,,
Mae Nak Invades Tokyo,1976-01-01,0.0,0,Horror,,,,,,,
Crocodile Goddess,1987-09-19,0.0,0,"Fantasy, Horror",,,,,,,
Miss Crocodile Gold,1985-01-01,0.0,0,Horror,,,,,,,
Ghost Bell,1968-01-01,0.0,0,Horror,,,,,,,
The House of Pop 4,1991-01-01,0.0,90,"Comedy, Horror",,,,,,,
Oil of Eternal Life,1984-01-01,0.0,0,Horror,,,,,,,
The Man Who Came To Kill,1991-10-15,6.0,24,"Horror, TV Movie",,,,,,,
2000 Anos para Isso?,1996-10-15,0.0,12,Horror,,,,,,,
The Light on the Hill,2016-08-06,5.0,85,"Drama, Horror, Mystery",,,,,,,
Fiery Ghost Story,1990-01-01,0.0,0,Horror,,,,,,,
Tales of a 5th Grade Zombie Slayer,2016-10-19,0.0,10,"Action, Horror",,,,,,,
The Zombie,1968-01-01,0.0,0,Horror,,,,,,,
And Hell Awaits,2016-07-22,1.0,76,Horror,,,,,,,
Amy Strangled a Small Child,1998-02-12,0.0,30,Horror,,,,,,,
Luna,2016-02-18,0.0,15,Horror,,,,,,,
The Keeper,2014-09-17,0.0,7,Horror,,,,,,,
Sentinels of Darkness,2002-01-01,0.0,73,Horror,,,,,,,
The Psychopathic Murderer,1992-01-01,5.0,0,Horror,,,,,,,
Killing Nightmare,1992-01-01,3.6,0,Horror,,,,,,,
The Death Rider,1980-01-01,4.5,83,"Drama, Horror, Mystery",,,,,,,
Astrid,2012-07-08,0.0,9,"Horror, Thriller",,,,,,,
Harassed,1985-05-17,0.0,90,Horror,,,,,,,
Harvest,2015-04-20,5.0,19,Horror,,,,,,,
La máscara de hierro,1960-10-12,5.0,0,"Horror, Mystery, Western",,,,,,,
Estate of Terror,2005-01-01,5.0,90,Horror,,,,,,,
Satanic Sect: Messenger of the Lord,1990-01-01,5.2,89,Horror,,,,,,,
Trampa fatal,1961-08-25,5.0,87,"Crime, Horror, Mystery",,,,,,,
Juego diabólico,1961-06-16,5.0,0,"Crime, Horror, Mystery",,,,,,,
El espiritista,1977-01-01,0.0,108,"Drama, Horror",,,,,,,
El reloj de la muerte,1993-01-01,5.0,90,Horror,,,,,,,
Nest of Scorpions,2003-01-01,5.0,90,"Action, Horror",,,,,,,
Murderous Lust,1992-11-27,5.0,90,"Crime, Drama, Horror",,,,,,,
The Mark,1991-01-01,5.0,0,Horror,,,,,,,
Witch in the Neighborhood,1987-01-01,5.0,85,Horror,,,,,,,
There's Something in the Attic,2014-10-21,4.5,2,Horror,,,,,,,
Brutal Death,1988-01-01,5.0,88,"Action, Horror",,,,,,,
Funerals of Terror,1990-01-01,6.3,80,"Drama, Horror",,,,,,,
La máscara de jade,1963-10-25,5.0,86,"Adventure, Horror, Mystery",,,,,,,
Sadistic Hallucinations,1969-07-30,0.0,81,"Drama, Horror",,,,,,,
El homicida,1990-05-25,4.0,95,"Crime, Horror, Mystery",,,,,,,
Bloody Seduction,1992-01-01,3.8,0,Horror,,,,,,,
The Ripper,1991-01-01,5.0,90,Horror,,,,,,,
Jungle of Death,1985-01-01,5.0,90,"Action, Adventure, Fantasy, Horror, Science Fiction",,,,,,,
Death Lurks,1993-01-01,6.7,0,"Action, Horror",,,,,,,
Eyes of the Dead,1987-01-01,5.0,95,Horror,,,,,,,
Diabolical Vengeance,1990-01-01,5.0,90,Horror,,,,,,,
The Haunted Pot,1956-08-17,0.0,0,Horror,,,,,,,
Absence,2015-10-16,7.0,3,"Drama, Horror",,,,,,,
Dream car,1989-10-09,0.0,16,"Horror, Mystery",,,,,,,
Hermit: Monster Killer,2016-05-26,0.0,82,"Action, Comedy, Horror, Science Fiction",,,,,,,
Faces,1978-06-19,2.0,88,Horror,,,,,,,
El perfil de Satanás,1969-01-01,0.0,85,"Drama, Horror",,,,,,,
Stitched Up,2016-01-01,0.0,1,Horror,,,,,,,
Two in the Morning,1987-10-19,0.0,96,"Horror, Mystery",,,,,,,
Adam Peiper,2015-11-03,8.0,17,"Horror, Science Fiction",,,,,,,
Death Beach,2016-01-04,0.0,90,Horror,,,,,,,
Buns,1978-01-01,0.0,21,"Comedy, Horror",,,,,,,
Men's Only Privilege,2016-11-29,10.0,18,"Drama, Horror",,,,,,,
Mente Criminal,1991-01-01,5.0,0,"Horror, Mystery",,,,,,,
The Devil's Sacristan,1992-01-01,4.0,0,"Action, Horror",,,,,,,
Miedo a la muerte,1989-01-01,5.0,98,"Action, Horror",,,,,,,
Images of Death,1990-01-01,6.0,90,Horror,,,,,,,
Noche de buitres,1988-12-01,4.8,88,"Action, Crime, Horror",,,,,,,
Asedio criminal,1996-01-01,5.0,0,Horror,,,,,,,
The Perfect Couple,1991-01-01,5.0,90,Horror,,,,,,,
A Woman in the Shadow,2016-09-09,0.0,89,"Drama, Horror",,,,,,,
Delusion,2016-10-17,1.5,85,"Drama, Horror, Mystery",,,,,,,
Where The Devil Dwells,2014-01-01,5.4,81,Horror,,,,,,,
Feeding Time,2016-10-21,6.0,13,"Comedy, Horror, Thriller",,,,,,,
Loop,2016-10-24,0.0,5,Horror,,,,,,,
Voice,2014-12-31,0.0,5,Horror,,,,,,,
The Day I Vanished,1959-01-01,0.0,4,"Horror, Science Fiction",,,,,,,
In Memory of Laura,1997-08-01,0.0,18,Horror,,,,,,,
Nibble,2012-11-12,0.0,7,Horror,,,,,,,
Curse of the Phoenix,2014-01-01,7.5,92,Horror,,,,,,,
Larry Gone Demon,2015-04-19,0.0,14,Horror,,,,,,,
Alice in Mobile's wonderland,2000-10-10,0.0,0,"Comedy, Drama, Fantasy, Horror, Mystery",,,,,,,
The Secluded House,2012-08-20,4.0,34,Horror,,,,,,,
Bite Radius,2016-05-31,0.0,31,"Crime, Horror",,,,,,,
The Bulb,2016-01-31,0.0,12,"Horror, Science Fiction",,,,,,,
Gourd and Evil,2016-10-29,0.0,4,"Comedy, Horror",,,,,,,
Brief History of Horror,1985-04-18,0.0,0,Horror,,,,,,,
The Segua,1984-01-01,5.0,102,Horror,,,,,,,
The Devil Shadow,2000-11-30,4.0,0,Horror,,,,,,,
The Greedy Tiffany,2015-07-30,1.5,80,"Comedy, Horror",,,,,,,
Migu & Shinomi in Dream's labyrinth,1988-02-25,0.0,0,"Comedy, Horror, Mystery",,,,,,,
Golden Doll,2016-08-05,0.0,94,Horror,,,,,,,
Wartime,1988-01-01,5.6,32,"Action, Drama, Horror, Science Fiction, War",,,,,,,
Acosado,1991-01-01,5.0,0,Horror,,,,,,,
Motel of Death,1990-01-01,5.0,90,Horror,,,,,,,
Kesurupan Jumat Kliwon,2015-03-12,0.0,91,Horror,,,,,,,
Self Induced Nightmares,2013-11-04,4.0,72,Horror,,,,,,,
Bride Zombie,2015-08-01,0.0,5,"Comedy, Horror",,,,,,,
"Dracula, a Love Story",1980-01-28,0.0,0,"Drama, Horror, Romance",,,,,,,
Blood Bonding,2016-10-31,5.5,2,Horror,,,,,,,
Chungul,2016-10-27,0.0,75,"Fantasy, Horror, Mystery, Thriller",,,,,,,
Neutron vs. the Maniac,1965-08-13,5.3,81,"Action, Crime, Fantasy, Horror, Mystery, Science Fiction",,,,,,,
Doc. 33,2012-01-01,3.2,63,Horror,,,,,,,
Dolls,2016-03-30,0.0,3,Horror,,,,,,,
Under the Apple Tree,2015-09-01,6.0,19,"Animation, Comedy, Horror",,,,,,,
Tainted Milk,2009-06-17,6.3,16,"Animation, Horror",,,,,,,
1:13:7 Ek Tera Saath,2016-10-14,7.0,120,Horror,,,,,,,
The Frozen Horror Show,1987-05-17,0.0,20,"Comedy, Horror, Music",,,,,,,
Sargad,2017-08-04,6.0,94,"Drama, Horror",,,,,,,
Fukashigi monogatari: Fantastic Collection,1988-02-26,0.0,96,"Comedy, Horror, Mystery, Science Fiction",,,,,,,
Pigskin,2016-10-20,7.0,14,"Horror, Thriller",,,,,,,
Last Day At The Beach,1990-01-01,0.0,41,"Drama, Horror",,,,,,,
Cursed Woods,1983-01-01,3.0,19,"Horror, Thriller",,,,,,,
The Vacancy,1985-01-01,0.0,30,"Crime, Horror, Thriller",,,,,,,
The Exhumation,1986-01-01,0.0,25,"Drama, Horror",,,,,,,
Shock Ending,1987-01-01,0.0,27,"Crime, Drama, Horror",,,,,,,
Lady In Danger,1992-01-01,0.0,35,"Action, Crime, Horror",,,,,,,
The Last Piece Standing,2015-09-17,0.0,35,Horror,,,,,,,
Mabilis... Paa at Kamay,1964-10-16,0.0,0,"Action, Comedy, Horror, Music, Romance",,,,,,,
I Am Alone,2016-04-26,0.0,10,"Comedy, Drama, Horror, Science Fiction",,,,,,,
Go Nagai's Scary Zone: The Mysterious Demon,1989-08-24,0.0,45,"Drama, Fantasy, Horror",,,,,,,
Ghost Island,2007-10-30,3.5,91,Horror,,,,,,,
The World of Hammer: Wicked Women,1994-09-09,0.0,25,"Documentary, Fantasy, Horror",,,,,,,
The World of Hammer: Vamp,1994-09-01,0.0,25,"Documentary, Fantasy, Horror",,,,,,,
Bala Bala: Maniwala Ka,2009-11-13,0.0,0,Horror,,,,,,,
Project,1986-01-09,0.0,70,"Fantasy, Horror, Mystery",,,,,,,
Rougarou,2016-01-31,8.0,16,"Adventure, Drama, Family, Fantasy, Horror",,,,,,,
Ai no kagerô,1985-01-03,0.0,107,"Drama, Fantasy, Horror, Mystery, Romance",,,,,,,
Kuşku,1977-01-02,0.0,62,"Adventure, Horror",,,,,,,
I Am Nightmare,2014-11-29,0.0,127,"Animation, Comedy, Fantasy, Horror",,,,,,,
Generation Ax,1998-10-01,3.0,90,Horror,,,,,,,
Half Twin,2006-05-11,7.0,83,"Drama, Horror",,,,,,,
The Ghostly Rental,1965-04-17,6.0,90,"Fantasy, Horror, TV Movie",,,,,,,
Le tour d'écrou,1974-02-25,6.0,0,"Drama, Horror, Thriller",,,,,,,
The Fiancé,2016-11-11,1.5,0,Horror,,,,,,,
The Mid-Night,1981-12-09,0.0,80,Horror,,,,,,,
Tainted,1987-03-21,0.0,89,"Drama, Horror",,,,,,,
The Horrible Honeymoon Tour,1980-06-27,0.0,70,Horror,,,,,,,
The Detail,2016-11-16,0.0,5,"Drama, Horror",,,,,,,
Ding Dong Dead,2011-03-18,10.0,0,Horror,,,,,,,
Eyes of the Woods,2009-10-09,0.0,0,Horror,,,,,,,
Amacabra - The Metempsychosis of Justine S.,2016-09-16,0.0,63,Horror,,,,,,,
Halloween Hugs,2013-10-13,6.0,7,"Comedy, Horror",,,,,,,
House No. 13,1991-08-16,0.0,110,Horror,,,,,,,
"I, Asphyxia: The Electric Cord Strangler III",2000-01-01,0.0,90,Horror,,,,,,,
The Electric Cord Strangler 2: I Strangle the Body Electric,2000-01-01,0.0,80,Horror,,,,,,,
Dead Girls Don't Say Goodbye,2000-01-01,0.0,0,"Drama, Horror",,,,,,,
Voodoun Blues,2004-09-24,3.3,6,Horror,,,,,,,
Lesbos Slaughter,1998-01-01,0.0,0,Horror,,,,,,,
Snuff Strangler,2001-01-01,0.0,0,Horror,,,,,,,
International Necktie Strangler 2,2001-01-01,0.0,0,Horror,,,,,,,
Lucifer's Lovers,2001-01-01,0.0,0,Horror,,,,,,,
Nude Strangle,1997-01-01,0.0,75,Horror,,,,,,,
Virtual Kidnapper,2000-01-01,0.0,0,Horror,,,,,,,
Sour Milk,2003-01-01,0.0,6,Horror,,,,,,,
The New York Butcher,2016-02-27,2.5,60,"Crime, Horror, Mystery",,,,,,,
Theta States,2017-01-13,2.0,0,Horror,,,,,,,
Machines of Love and Hate,2003-03-31,2.0,116,Horror,,,,,,,
Kecoh! Primadona Kena Hantu!,2016-10-13,0.0,122,"Comedy, Horror",,,,,,,
Stories and Legends of Honduras,2014-10-27,0.0,0,Horror,,,,,,,
Poseíd@s,2007-01-17,0.0,0,"Horror, Thriller",,,,,,,
Poseí2,2011-08-11,0.0,0,"Horror, Thriller",,,,,,,
Made in Mosjøen,2015-12-11,0.0,122,"Comedy, Horror",,,,,,,
Consommé,2016-11-14,5.8,6,"Horror, Thriller",,,,,,,
Nibble,2016-10-31,6.0,3,Horror,,,,,,,
esias,2016-11-07,10.0,8,"Horror, Mystery, Thriller, War",,,,,,,
Bad Seeds,2016-01-24,0.0,57,"Crime, Drama, Horror",,,,,,,
Valentine DayZ,2018-09-25,6.9,79,Horror,,,,,,,
3 Dead Trick or Treaters,2016-11-26,7.5,73,Horror,,,,,,,
Video Voodoo,1987-06-22,0.0,30,"Animation, Comedy, Fantasy, Horror, Music, Science Fiction",,,,,,,
Woman Grinder's Revenge,1980-10-04,0.0,84,Horror,,,,,,,
House of the Damned,1996-08-20,1.0,72,"Comedy, Horror",,,,,,,
Press Play,2016-12-02,0.0,0,"Horror, Thriller",,,,,,,
The Parting Glass,2015-07-13,0.0,17,"Horror, Thriller",,,,,,,
The Unbelievable 3: The Skeleton Road,2014-11-30,10.0,0,"Horror, Mystery",,,,,,,
Rumah Malaikat,2016-11-24,5.3,93,Horror,,,,,,,
Creep: An Homage to Classic Horror,2015-01-01,2.0,6,Horror,,,,,,,
Corridor,2013-05-31,0.0,9,"Horror, Mystery",,,,,,,
Turn Around,2016-12-30,6.9,14,Horror,,,,,,,
Take Back the Knife,2015-01-31,0.0,80,Horror,,,,,,,
Bloody Brothers,2003-01-01,6.0,89,"Horror, Thriller",,,,,,,
The Last Abduction,2015-06-04,0.0,12,"Horror, Mystery, Science Fiction",,,,,,,
Black Mass of the Brain,2016-12-05,8.0,78,Horror,,,,,,,
4 Cheerleaders of the Apocalypse,1997-02-13,10.0,90,Horror,,,,,,,
Crossclub – The Legend of the Living Dead,1999-08-28,0.0,124,"Action, Comedy, Horror",,,,,,,
Swallowtail,2016-12-06,0.0,9,"Horror, Science Fiction",,,,,,,
Cliff Lake,2011-06-26,0.0,15,"Drama, Horror",,,,,,,
The Outfit,2015-04-14,5.0,12,"Comedy, Fantasy, Horror",,,,,,,
Luiza,2014-01-07,0.0,0,"Horror, Mystery, Thriller",,,,,,,
Infinito Periódico,2016-09-20,0.0,15,"Horror, Thriller",,,,,,,
Feed A,2012-08-17,8.0,11,"Action, Horror",,,,,,,
Lágrimas de papel,2008-01-01,0.0,15,"Drama, Horror",,,,,,,
Prank,2014-01-01,0.0,9,"Comedy, Horror",,,,,,,
Raven's Hollow,2011-06-15,6.0,11,Horror,,,,,,,
Rotting Hill,2012-10-06,5.5,5,"Comedy, Horror",,,,,,,
Girls,2016-10-28,4.0,125,"Horror, Thriller",,,,,,,
It Was Only a Dream,2004-07-01,0.0,4,"Comedy, Horror",,,,,,,
The Legend of Cooley Moon,2012-12-07,0.0,83,"Horror, Mystery, Science Fiction",,,,,,,
Fireside Tales,2016-11-30,0.0,70,Horror,,,,,,,
